episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
495,-1029.89,-687.31,-342.58,1000,4166.5
496,-1240.89,-935.57,-305.32,1000,4176.0
497,-1364.73,-845.27,-519.45,1000,4185.3
498,-1410.76,-856.02,-554.74,1000,4194.7
499,-1499.16,-948.84,-550.32,1000,4204.1
500,-1407.17,-862.00,-545.17,1000,4213.5
501,-1401.25,-900.58,-500.67,1000,4223.1
502,-1577.86,-986.12,-591.74,1000,4232.7
503,-1318.32,-846.13,-472.19,1000,4242.0
504,-1144.95,-752.29,-392.66,1000,4251.8
505,-503.57,-503.09,-0.48,4,4251.8
506,-1228.47,-770.53,-457.93,1000,4261.2
507,-1214.58,-807.18,-407.40,1000,4270.5
508,-1071.76,-734.04,-337.72,1000,4279.8
509,-1619.32,-1001.34,-617.98,1000,4289.5
510,-1310.70,-823.10,-487.60,1000,4299.2
511,-334.49,-334.61,0.12,1000,4308.7
512,-684.94,-524.18,-160.76,1000,4318.2
513,-869.60,-636.10,-233.50,1000,4327.7
514,-1024.57,-701.83,-322.74,1000,4337.0
515,-683.95,-528.17,-155.78,1000,4346.3
516,-769.76,-573.33,-196.43,1000,4356.0
517,-805.64,-579.43,-226.21,1000,4365.6
518,-725.98,-535.52,-190.47,1000,4375.1
519,-914.34,-658.82,-255.51,1000,4384.6
520,-693.03,-546.75,-146.28,1000,4394.0
521,-579.55,-480.75,-98.80,1000,4403.5
522,-669.23,-499.99,-169.24,1000,4413.0
523,-541.11,-463.27,-77.85,1000,4422.6
524,-500.67,-442.74,-57.93,1000,4432.3
525,-461.82,-417.36,-44.47,1000,4441.4
526,-525.48,-439.24,-86.24,1000,4450.1
527,-552.35,-478.04,-74.31,1000,4458.7
528,-527.95,-431.07,-96.88,1000,4468.7
529,-505.78,-420.32,-85.45,1000,4478.0
530,-732.77,-549.61,-183.16,1000,4487.4
531,-697.58,-528.58,-168.99,1000,4496.2
532,-1027.25,-689.76,-337.49,1000,4504.9
533,-554.46,-476.94,-77.52,1000,4513.6
534,-1361.59,-857.33,-504.26,1000,4522.0
535,-951.67,-652.90,-298.77,1000,4530.7
536,-762.47,-576.45,-186.02,1000,4539.9
537,-1060.00,-691.71,-368.30,1000,4549.5
538,-1247.93,-802.65,-445.28,1000,4558.9
539,-1058.95,-723.80,-335.15,1000,4568.5
540,-919.60,-645.93,-273.67,1000,4577.8
541,-1377.83,-1153.63,-224.20,1000,4587.9
542,-1002.85,-686.04,-316.81,1000,4597.5
543,-94.98,-235.46,140.47,1000,4606.9
544,-737.14,-538.92,-198.22,1000,4616.0
545,-785.60,-575.12,-210.49,1000,4625.5
546,-571.94,-490.45,-81.49,1000,4634.9
547,-577.54,-450.80,-126.74,1000,4644.1
548,147.28,-100.45,247.74,1000,4653.5
