episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
482,987.40,989.26,-1.86,37,1654.2
483,-504.96,-504.96,0.00,6,1654.4
484,986.51,988.53,-2.02,42,1655.9
485,-539.06,-536.70,-2.36,40,1657.1
486,1006.01,1000.43,5.58,25,1657.9
487,990.95,992.85,-1.90,24,1658.7
488,990.61,992.94,-2.33,23,1659.4
489,911.02,918.90,-7.88,105,1662.8
490,992.08,993.70,-1.62,23,1663.5
491,49.21,36.17,13.05,704,1686.6
492,996.36,995.79,0.57,23,1687.4
493,995.50,996.05,-0.55,19,1688.0
494,990.72,992.82,-2.10,27,1689.0
495,-508.29,-507.81,-0.47,8,1689.2
496,992.18,993.90,-1.71,23,1689.9
497,993.00,993.98,-0.98,25,1690.6
498,-504.37,-503.79,-0.58,6,1690.8
499,996.42,994.01,2.41,34,1691.9
500,988.73,990.08,-1.34,19,1692.5
501,981.00,984.73,-3.74,41,1693.9
502,977.80,982.48,-4.67,46,1695.4
503,985.89,990.28,-4.38,25,1696.2
504,990.72,993.19,-2.48,22,1696.9
505,-503.84,-503.23,-0.61,4,1697.1
506,989.63,992.91,-3.28,20,1697.7
507,882.80,836.99,45.81,182,1703.4
508,987.56,990.07,-2.51,35,1704.5
509,837.57,851.29,-13.72,126,1708.7
510,991.82,993.44,-1.62,24,1709.5
511,993.74,994.18,-0.44,30,1710.5
512,996.32,993.49,2.83,37,1711.7
513,999.19,996.36,2.83,25,1712.5
514,983.11,987.17,-4.06,36,1713.8
515,984.08,987.80,-3.72,32,1714.8
516,1001.57,997.80,3.77,27,1715.7
517,989.91,991.69,-1.78,28,1716.6
518,990.31,992.56,-2.25,25,1717.4
519,970.37,972.20,-1.82,45,1718.9
520,944.38,950.10,-5.73,58,1720.8
521,992.39,994.22,-1.84,20,1721.5
522,993.61,994.83,-1.22,21,1722.2
523,990.85,990.30,0.55,39,1723.5
524,979.99,983.92,-3.93,44,1724.9
525,982.29,987.97,-5.68,27,1725.8
526,980.02,983.71,-3.68,46,1727.3
527,980.78,986.64,-5.85,30,1728.3
528,989.68,992.32,-2.64,27,1729.2
529,989.91,991.59,-1.67,19,1729.8
530,-507.08,-506.39,-0.69,8,1730.1
531,984.60,988.78,-4.18,29,1731.0
532,989.51,990.54,-1.03,37,1732.3
533,970.72,973.45,-2.73,51,1734.0
534,-507.96,-506.92,-1.04,9,1734.3
535,991.66,992.30,-0.64,29,1735.2
536,990.89,992.15,-1.26,28,1736.1
537,996.70,996.18,0.52,20,1736.8
538,972.70,975.99,-3.30,44,1738.2
539,991.24,992.86,-1.61,25,1739.0
540,989.37,991.29,-1.92,31,1740.0
541,-503.17,-502.91,-0.25,4,1740.2
542,990.99,993.27,-2.28,22,1740.9
543,995.63,995.69,-0.06,22,1741.6
