episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
410,-505.45,-504.62,-0.83,7,2198.7
411,980.06,984.47,-4.41,46,2200.1
412,-523.96,-520.92,-3.05,25,2200.9
413,-504.81,-504.75,-0.06,5,2201.0
414,988.13,990.64,-2.51,29,2201.8
415,985.20,988.91,-3.70,20,2202.5
416,-503.78,-503.68,-0.10,7,2202.7
417,-506.15,-505.20,-0.95,8,2202.9
418,-509.48,-508.25,-1.23,12,2203.2
419,971.29,978.46,-7.17,61,2205.1
420,-217.81,-139.47,-78.33,749,2227.6
421,988.75,991.04,-2.29,31,2228.5
422,982.98,986.62,-3.64,37,2229.6
423,989.41,991.01,-1.60,22,2230.2
424,970.57,976.98,-6.41,59,2232.0
425,990.81,993.10,-2.28,23,2232.7
426,-505.45,-504.93,-0.52,9,2233.0
427,990.53,992.24,-1.71,27,2233.8
428,971.11,981.35,-10.24,47,2235.2
429,978.18,981.71,-3.53,57,2236.8
430,992.73,993.81,-1.08,28,2237.6
431,983.01,986.54,-3.53,37,2238.8
432,940.55,953.06,-12.51,86,2241.4
433,-504.23,-503.63,-0.59,5,2241.5
434,988.35,991.25,-2.89,30,2242.4
435,-521.24,-518.75,-2.49,30,2243.3
436,988.62,990.28,-1.65,33,2244.2
437,974.05,982.06,-8.01,38,2245.3
438,988.80,991.13,-2.34,30,2246.2
439,991.01,992.70,-1.70,30,2247.0
440,626.29,643.89,-17.59,251,2254.5
441,984.68,987.93,-3.25,36,2255.6
442,971.98,978.24,-6.26,39,2256.8
443,994.22,995.01,-0.79,21,2257.4
444,989.66,991.14,-1.47,31,2258.4
445,987.73,990.01,-2.28,31,2259.3
446,855.20,868.70,-13.50,132,2263.3
447,985.12,988.50,-3.38,31,2264.3
448,988.67,990.35,-1.68,35,2265.4
449,992.43,993.35,-0.91,28,2266.2
450,-504.79,-504.22,-0.57,7,2266.4
451,983.54,986.97,-3.43,31,2267.4
452,-505.89,-505.53,-0.36,6,2267.5
453,977.22,982.72,-5.51,45,2268.9
454,-513.75,-512.68,-1.07,21,2269.5
455,-504.45,-504.04,-0.41,7,2269.7
456,992.85,994.02,-1.17,25,2270.4
457,980.79,987.05,-6.27,35,2271.4
458,977.29,982.35,-5.06,45,2272.8
459,982.83,985.82,-3.00,49,2274.2
460,976.84,984.73,-7.89,36,2275.3
461,979.37,985.00,-5.63,36,2276.3
462,977.79,982.39,-4.60,30,2277.1
463,991.63,993.66,-2.04,21,2277.8
464,990.50,992.28,-1.78,30,2278.7
465,975.52,983.87,-8.35,34,2279.7
466,987.15,991.95,-4.80,20,2280.3
467,922.06,954.93,-32.87,97,2283.2
468,850.85,834.27,16.58,149,2287.5
469,988.93,991.76,-2.82,25,2288.3
470,991.07,992.95,-1.88,25,2288.9
471,984.34,987.64,-3.30,40,2290.2
472,982.02,986.37,-4.34,37,2291.3
473,984.34,987.78,-3.43,38,2292.4
474,971.07,979.04,-7.97,50,2293.9
475,981.69,985.77,-4.08,43,2295.1
476,986.43,988.34,-1.90,37,2296.2
477,986.24,989.44,-3.20,36,2297.2
