episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
271,982.51,986.74,-4.23,38,863.7
272,952.69,960.00,-7.31,53,865.1
273,859.29,877.09,-17.79,102,867.8
274,993.19,994.05,-0.86,25,868.5
275,983.56,987.50,-3.94,38,869.4
276,979.73,984.12,-4.38,35,870.3
277,988.48,991.02,-2.54,31,871.1
278,987.32,984.57,2.76,38,872.0
279,992.06,993.50,-1.44,30,872.8
280,984.96,989.90,-4.94,26,873.5
281,973.54,978.58,-5.05,55,874.9
282,986.64,989.33,-2.69,24,875.6
283,990.11,991.29,-1.18,33,876.5
284,980.78,984.48,-3.70,48,877.7
285,979.58,983.98,-4.39,47,878.9
286,989.19,991.49,-2.29,22,879.5
287,990.81,992.02,-1.21,34,880.4
288,973.34,978.89,-5.55,57,881.9
289,995.58,994.96,0.62,30,882.7
290,986.64,987.89,-1.25,44,883.9
291,896.05,916.88,-20.84,152,887.9
292,990.99,992.76,-1.77,27,888.7
293,986.59,988.68,-2.10,40,889.7
294,985.17,988.20,-3.03,36,890.7
295,960.86,973.51,-12.65,54,892.1
296,933.41,944.61,-11.21,82,894.2
297,985.46,987.92,-2.46,42,895.3
298,976.18,981.83,-5.65,41,896.4
299,984.60,987.21,-2.62,45,897.5
300,973.78,980.22,-6.43,95,900.0
301,991.20,992.92,-1.72,25,900.6
302,959.33,965.66,-6.33,44,901.8
303,989.89,990.65,-0.76,38,902.8
304,993.80,994.97,-1.17,22,903.4
305,-535.58,-527.94,-7.65,62,905.0
306,982.90,987.09,-4.18,28,905.7
307,975.18,978.52,-3.34,46,906.9
308,974.98,980.22,-5.25,97,909.4
309,945.67,950.41,-4.74,61,911.0
310,967.58,974.64,-7.05,94,913.5
311,977.76,980.55,-2.79,51,914.8
312,979.27,985.02,-5.75,39,915.8
313,988.16,990.37,-2.21,34,916.6
314,984.35,986.35,-2.00,50,917.9
315,985.00,987.28,-2.28,71,919.8
316,983.43,984.80,-1.37,40,920.8
317,982.94,986.08,-3.14,41,921.9
318,926.20,940.54,-14.34,242,928.4
319,988.87,991.25,-2.38,29,929.2
320,977.16,981.69,-4.53,50,930.4
321,980.21,984.06,-3.85,43,931.5
322,986.24,988.40,-2.17,39,932.5
323,991.64,993.51,-1.88,23,933.1
324,998.62,995.97,2.65,26,933.8
325,988.33,990.07,-1.74,37,934.8
326,990.54,991.09,-0.54,33,935.7
327,986.15,988.38,-2.23,36,936.6
328,990.94,992.35,-1.42,29,937.3
329,986.68,988.91,-2.23,41,938.4
330,977.67,982.25,-4.58,38,939.3
331,987.34,989.51,-2.18,36,940.3
332,993.76,994.69,-0.94,23,941.0
333,967.68,975.16,-7.48,82,943.1
334,994.94,995.63,-0.69,20,943.6
335,983.07,985.82,-2.75,46,944.8
336,993.42,994.08,-0.66,26,945.5
337,959.40,965.85,-6.45,63,947.1
338,994.43,995.21,-0.78,21,947.7
339,988.63,990.90,-2.27,31,948.6
340,985.07,989.65,-4.59,27,949.3
341,875.45,885.31,-9.86,143,953.1
342,991.87,993.62,-1.75,23,953.7
343,981.59,984.96,-3.37,45,954.8
344,981.28,986.13,-4.84,34,955.7
345,1000.92,998.17,2.76,22,956.3
346,791.64,813.20,-21.56,177,960.8
347,991.99,993.31,-1.32,27,961.5
348,989.62,991.52,-1.90,33,962.4
349,981.48,985.47,-3.99,37,963.4
350,987.83,989.45,-1.61,41,964.4
351,960.96,966.68,-5.71,57,965.9
352,988.08,991.43,-3.36,24,966.5
353,992.80,993.81,-1.01,25,967.2
354,980.81,984.83,-4.02,46,968.4
355,1003.26,995.98,7.28,48,969.6
356,990.17,991.83,-1.66,32,970.5
357,982.02,985.91,-3.90,63,972.1
358,980.68,983.16,-2.48,56,973.5
359,979.55,982.26,-2.71,40,974.6
360,974.86,979.31,-4.45,62,976.2
361,990.50,992.28,-1.78,29,977.0
362,991.52,993.40,-1.88,24,977.7
363,976.06,984.77,-8.71,28,978.4
364,975.72,979.83,-4.11,59,979.9
365,984.61,988.20,-3.59,37,980.7
366,993.92,994.81,-0.89,22,981.3
